Talk:Looking for Mr. Goodbar                      03250539Tagging NovelsWikiProject  using [[Pro
Justin Jenkins (American football)                03219530null
Kearney Zzyzwicz                                  03196594null
Leamington F.C.                                   03157830/* Other Honours */
Human rights in the Islamic Republic of Iran      03156692"/* The constitution *
Ben Hall                                          03122858/* Death */
Beniamino Andreatta                               03052783null
"Cottonwood High School (Murray                   000000003050007
User:Cattus                                       03048490null
Fernando Verdasco                                 03040386/* Win (1) */
Democrat Party (United States)                    03015176"Removng Eisenhoweer
File:RedEye05.jpg                                 03001742/* Licensing */ corrected inaccuracy about the na
Ohio State Reformatory                            02968986/* References */
Influenza A virus subtype H3N2                    02957262[[WP:RBK|Reverted]] edits by [[Speci
Number 1's (Destiny's Child album)                02928105null
Luis Vernet                                       02913446"added references tag
Cranfield Airport                                 02911549updating link  using [[Project:AutoWikiBrowser|AW
KLSU                                              02901525null
Bollywood Film Festival                           02879266null
The House on the Edge of the Park                 02839369Date the maintenance tags or gene
Stockwell Garage                                  02810193Units/dates/other  using [[Project:AutoWikiBrowser
Royal Munster Fusiliers                           02795250Removing [[:Image:Cnv00001.jpg|image]] by r
OrCAD                                             02725476rv. deprecated HTML
User talk:Rene Christensen Dokbua                 02692983null
Talk:Army of Ghosts                               02687774/* Why move the trivia about Freema Agyeman? */
Fat Camp (South Park)                             02669022corrected SP navigation link
"Scooby-Doo                                       000000002610234
Wikipedia:Requests for adminship                  02609425"/* [[User:Ed g2s]] (2/0/0) Ends 0
Lee McCulloch                                     02607658/* Motherwell */
User talk:72.10.123.133                           02599654"/* March 22
Wikipedia:WikiProject Missing encyclopedic article02598172"Remove b
Kim Poirier                                       02541316null
Wikipedia:Reference desk/Science                  02535910null
"Sabaneta                                         000000002530481
User talk:204.234.247.165                         02529766Warning [[Special:Contributions/204.234.2
List of B roads zones in Great Britain            02520200"Changed B9059 to B9058
Fujiyama (roller coaster)                         02510367Adding geodata: {{coord missing|Japan}}
Charles N'Zogbia                                  02504294/* International career */
Akbar Bugti                                       02496363null
Soren Sorensen Adams                              02482576Birth month changed
Parahippocampal gyrus                             02473391fix wikilink
Talk:Waldorf education                            02472393null
Hiroyoshi Tenzan                                  02438931"moved [[Hiroyoshi Yamamoto]] to [[Hiroyoshi Tenza
Final Fantasy bestiary (F-M)                      02421742/* Gods & Goddesses */
User talk:Silverhorse                             02399165''Carry On'' contributing
Sredny Stog culture                               02360371[[WP:UNDO|Undid]] revision 161584122 by [[Speci
Mystery shopping                                  02354987robot  Adding: [[lt:Kontrolinis pirkimas]] Modifyi
User:Chensiyuan                                   02353193null
Wikipedia:WSS/D                                   02343495#REDIRECT [[Wikipedia:WikiProject Stub sorting/Disc
List of Jewish actors                             02342051/* F */
King Edward VII and Queen Mary School             02330443Category:Schools in Lancashir
Centre for Fortean Zoology                        02328673"To correct ambiguous and incomplete inf
Ridley College                                    02327926null
Bree Van de Kamp                                  02304773/* References */
User:-b                                           02304567null
Jenifer Alcorn                                    02294267Robot - Moving category Female boxers to Women boxer
Criss Angel                                       02279619Reverted edits by [[Special:Contributions/91.76.42.53|9
Nick Knowles                                      02278624/* Trivia */
A Current Affair                                  02276745/* Hosts */
Vydubychi Monastery                               02273699Remove link : duplicated by geo-coding
Penultima                                         02251571"rm irrelevant
List of English words containing Q not followed by02233464/* Words */
Empty calorie                                     02230412reword
Trouble (Whitesnake album)                        02228039null
"Kew                                              000000002222835
"À Kempis                                        000000002198467
Steve Cotterill                                   02194459/* Burnley */
Talk:Graeme Souness                               02186109/* honours section */ comment
Bids for the 2008 Summer Olympics                 02185228/* Beijing bid */
List of Christian metal bands                     02155581[[WP:UNDO|Undid]] revision 191632187
Solar balloon                                     02149923Got rid of junk in the middle of this article
Goat Horn                                         02139263Stub-sorting. [[Wikipedia:WikiProject Stub sorting|You ca
Hell Hath No Fury (Charmed episode)               02116637/* Trivia */
Varig Logística                                  02113757/* Fleet */
Jonathan Fire*Eater                               02091707null
User:Pinkville                                    02086440null
Pinky and Perky                                   02085712/* Revivals */
Ali-Reza Pahlavi                                  02074664null
Molefi Kete Asante                                02069450He wrote the biographical dictionary [[100 Great
Amanda Schull                                     02064803stared - starred
Talk:Like a Rolling Stone                         02058098/* Cover versions */ cmt
List of high schools in Kansas                    02054179more specific cat
Upper Dublin High School                          02046011null
Python molurus                                    02032271null
"Huntington                                       000000002029101
J.P. Stevens High School                          02002662/* Curriculum */
Agadez Region                                     02000287null
Andrew Castle                                     01998410/* Personal life */
Alain Souchon                                     01989581link to french wiki
Medical school in the United Kingdom              01975218/* Course structure */ Changed
Wikipedia:Administrator intervention against vanda01952670Extending re
Wikipedia:Administrator intervention against vanda019526702 IPs & 1 us
Kambaksh                                          01935029null
FON                                               01921109/* FON and ISPs */ this is a bold assertion and is impossible t
VMFA-323                                          01917160rework ref section
Talk:Naruto Uzumaki                               01907092/* Cat:fictional ninja */ reply - not a clear a
Talk:Ghost World                                  01906221null
Meadow Lane                                       01901697Stub tag
Portal:Trains/Did you know candidates             01899380promoting
Peter Thomas (television narrator)                01897667took out one word
YM (magazine)                                     01868558cat
Talk:French colonial empire                       01835444null
Streatham (UK Parliament constituency)            01827981null
Darna                                             01824001/* External links */
Stardust fire                                     01800764/* Aftermath */
Royal Robbins                                     01797063null
Dewlap                                            01769233"another example image
LGBT history in Singapore                         01742594/* Pre-Colonial Period */
Nycwireless                                       01709470{{R from other capitalisation}}
Sgt. Pepper's Lonely Hearts Club Band (film)      01701236null
Talk:Colour revolution                            01649939null
Motorola RAZR                                     01630513/* V3c */  firmwire .02 for v3c DOES support OBEX
Madlib                                            01629703null
Culture of Hawaii                                 01624830/* Traditional Hawaiian religion */
Avatar: The Last Airbender                        01620586""". --> ."""
Neman (town)                                      01612953"robot  Adding: de
Tito Santana                                      01604392null
User talk:Rschulz                                 01584723null
User talk:Gryffindor                              01582022/* [[User:User:192.45.72.27|192.45.72.27]] */
The Chipmunk Adventure                            01562677/* Production */
Citroën Jumper                                   01530431Date audit per [[wp:mosnum|mosnum]]/[[wp:overlink|o
Route 9 (Hong Kong)                               01528013null
James Braid (golfer)                              01516353null
Dida (goalkeeper)                                 01497143/* A.C. Milan */
CTP                                               01486999null
Portal:Arts                                       01480241null
Eric Guggenheim                                   01471273null
Zion I                                            01466397Changing {{cleanup}} to {{cleanup-date|September 2005}}
Bertrand Blanchard Acosta                         01451143Delink dates ([[WP:MOSUNLINKDATES]]) usin
Denis Savard                                      01445842null
Rendlesham Forest incident                        01433230/* Researchers and commentators */ Added
Tran Thien Khiem                                  01431727null
Beatport                                          01428362null
Northern Securities Company                       01425721null
User:Kingsean1                                    01425109null
Compaq BASIC for OpenVMS                          01420839#redirect [[HP-BASIC for OpenVMS]]
Polish–Muscovite War (1605–1618)              01389951null
Carl Gustav Hempel                                01380238/* Biography */
Template:Anarchism sidebar                        01324930removing 'Love Anarchy' pending some sor
List of state highways in Washington              0131523320 has 21X
Autism rights movement                            01305330infinitives
User talk:Nightstallion                           01298659/* Macedonia */ new section
14th Lok Sabha                                    01291018/* Uttar Pradesh */
Christian Conventions                             01268234/* Doctrines differing from mainstream Protes
Triennial                                         01267933tagging for deletion to be consistent with the discussion
Mathnet                                           01267576null
Talk:Luna Lovegood                                01263918/* Merge proposal */
Bislig City                                       01251951null
CSS Florida                                       01244176rm cat
Yu-Gi-Oh! The Movie: Pyramid of Light             01241944/* Synopsis */
Talk:Multi-level marketing                        01237338/* More potential references */
Alt.tasteless                                     01236793fix headline ([[Wikipedia:WikiProject_Check_Wikipedia
Adolf Hitler's health                             01233875/* Mental health */ links
Talk:South Asia                                   01225207/* Why can't we have two separate article? */ comme
List of Pokémon by National Pokédex number      01224398"I don't think this is
User talk:TenOfAllTrades                          01216875Doppelganger
2000s energy crisis                               01197343Robot-assisted disambiguation: Chevron - Change
User:Ish ishwar                                   01197279/* sound inventories */
ExoMars                                           01193669/* Mission news */
Victor Buller Turner                              01192418background
Division of Herbert                               01191801first contested
Luke P. Blackburn                                 01177013"/* Early life */fix brackets
Samuel Adler (rabbi)                              01174000Adapted from the Jewish Encyclopedia; more nee
Nirex                                             01161501null
Volvo S70                                         01147705rv extraneous header
Carbene                                           01118861"Also a functional group
Talk:Ancient Egypt                                01105168/* Review Maybe Needed? */
Trifecta                                          01086557/* Politics */
Gem Archer                                        01084283null
Elvis Crespo                                      01082525/* Musical career */
Olga Neuwirth                                     01054838#NAME?
Sharpe (TV series)                                01046746Changed title to italics
Wikipedia:Requests for adminship/Neutrality 3     01040944PS supports
Catherine Carswell                                01039927No 'd'
Template:PD-USGov-FBI                             01032906Eliminate redirects in PD-USGov templates  us
Talk:Falafel                                      01002934"Dating comment by [[User:Ani medjool|Ani medjool]] -
User talk:Jojit fb                                01000542null
Greta Van Susteren                                00999980null
Dodge Durango                                     00997419/* Engines */
University of Tennessee at Chattanooga            00995545null
Joy Smith                                         00986621RedWolf - Winnipeg linkage
Idaho National Laboratory                         00981118Revert to the revision prior to revision 7
Matthew G. Martinez                               00975998RedWolf - U.S. State -> U.S. state
Lydiate                                           00972760null
Dino Rossi                                        00968007null
Ajda Pekkan                                       00964053null
Kingdom of Loathing                               00937744/* Official links */ Updated url - previous vers
Leeds Bradford International Airport              00929933/* The Future Of Leeds Bradford
Caproni Ca.5                                      00927012"add specification template
James Carr (musician)                             00924759null
Block structure                                   00922414null
Nissan Skyline                                    00912205/* Television and films */
Sun Jihai                                         00911681/* Professional Career */
Eduardo V. Manalo                                 00911629null
Visual field                                      00907075robot  Adding: [[it:Campo visivo]]
Redline                                           00902718/* Examples of production rotary engines */
Iain Lee                                          00901125null
Trina                                             00871666"/* Singles */ Billboard Chart Update October 22
Stonyhurst College                                00867306/* History */
Oranmore                                          00867026Órán Mór + c/edits
List of heads of government of British Cameroons  00860444null
Interstate 575                                    00841263null
AC Omonia                                         00828162/* Players of note */
Tom Smith (filker)                                00828009/* Career */ Fixed citation.
Nintendo Power                                    00823840/* Issues #222 and Beyond */ quick fix
Kartal                                            00823328"[[WP:RETF|mboverload's RegExTypoFix]]
Kirby Air Ride                                    00815085infobox formatting
Category:Royal Air Force                          00802050robot  Adding: [[ar:تصنيف:سلاح ا�
Independent contractor                            00789973Date maintenance tags and general  fixes
U.S. Route 111                                    00775811PDFlink & general fixes  using [[Project:AWB|AWB]]
Category:Business                                 00771152null
NHL series                                        00747252/* NHL 08 */ readded a review
Clam chowder                                      00726379/* New England Clam Chowder */
Francesc Cambo                                    00725921redirect from version with no accent
"Glenhuntly railway station                       00000000707872
Ashlee Simpson                                    00700310Reverted 1 edit by [[Special:Contributions/70.226.120
Edward Follansbee Noyes                           00700145robot  Adding: [[ja:エドワード・フォ
Patamon                                           00699017/* ShadowSeraphimon */
Banco Popular Español                            00697224robot  Adding: [[eu:Banco Popular Español]]
The Loop                                          00691796null
Experimental physics                              00685311robot  Adding: [[es:Física experimental]]
List of foreign ministers in 2003                 00672157/* Africa */
Talk:Manmohan Singh                               00671184/* Exploring meaning of Singh */
Juno (mythology)                                  00668594robot  Adding: [[sv:Juno (gudinna)]]
Talk:Neurology                                    00667499"removed photoreq
Rachael Ray                                       00667016null
List of African-American writers                  00666184/* W */ added 1
Rafer Johnson                                     00657162null
Talk:Prime Minister of India                      00654043null
Conifer cone                                      00653598null
Supermajority                                     00638313rm whitespace
Local government in Leeds                         00635504/* Geography */ intro rewritten
Argyle Line                                       00625065Tidied up southern end of rail map
Willis Carrier                                    00609222intewiki
Insulin receptor                                  00604224OMIM for later reference
Separation of church and state in the United State00596325"[[WP:UNDO|Undid
Ankleshwar                                        00588265/* Education */
Scott Steiner                                     00584945/* Total Nonstop Action Wrestling (2006-) */
Bear River                                        00581312/* Other */
Muskrat                                           00571662rvt good faith edits - original more clear
Wireless energy transfer                          00570662=== Directed Energy Weapons ===
The Incredibles                                   00565879/* Appeal of Elastigirl */
Wikipedia:Help desk                               00564696/* Foreign Language Citations */
Quindío Department                               00549714robot  Adding: [[nl:Quindío]]
Talk:Hypnosis                                     00549582/* popular culture */
Lysozyme                                          00541957rv test edits by [[user:220.225.140.74]]
Tiny Encryption Algorithm                         00528720ext lnk
Theatre of ancient Greece                         00528520/* Golden age: new inventions */
U.S. Bancorp                                      00523002"Added Portland
Solid fuel                                        00522723Small repair of the graphics
Faiz Ahmed Faiz                                   00517675location edited
List of Bemani series                             00501565/* ''[[Dance Dance Revolution]]'' */ Rewrite.
Basel problem                                     00490303"""Put period at the end of formula if formula is at t
Trace Adkins                                      00487964null
Ali Hamza Ahmed Sulayman al Bahlul                00486962null
Talk:Doom 3                                       00486292Reception and impact
Oakland University                                00486279/* Academics */
Naked mole rat                                    00484061null
Internal Macedonian Revolutionary Organization    00483476Removing [[:File:D-r
Frosted Flakes                                    00483036Reverted 2 edits by [[Special:Contributions/75.185.16
Spirometer                                        00482529/* History */
Wikipedia:Dead-end pages                          00481940/* A */ removed Anders Björler
Wild On!                                          00476196"clarify lead to only mention three ""main hosts"" per tv.c
Wikipedia:Votes for deletion archive May 2004     00473697null
Doctor Who (1996 film)                            00471755/* Controversy */
Slam Dunk (manga)                                 00471518/* Shohoku High School Starting Five Players */
Short Sunderland                                  00457319/* Survivors */ +sunderland in Tower Bridge
Spanning tree                                     00455770"Fleshed out definition
Talk:Global warming                               00454409/* 2009 global temps */ rv trolling
Josh Groban                                       00453244/* Early career */
"MPs elected in the United Kingdom general electio00001950444396
Talk:Ali                                          00444140comment
Fur farming                                       00443297Reverted edits by [[Special:Contributions/72.128.5.160|7
Mike Cameron                                      00431886/* Major leagues */
Bose Corporation                                  00428989rv to previous version
Michael Vick                                      00428979/* Childhood */
Alla Rakha                                        00421043Nevermind
Research Triangle                                 00411765null
"Sir Robert Rich                                  00000004408423
Mashhad                                           00406512robot  Adding: fa
Drizzt Do'Urden                                   00401088/* Works included */ redundant linkage
Mildred Taylor                                    00400996null
Mastitis                                          00400993Staph aureus in baby's nose
Final Fantasy X-2                                 00398631/* Navigation and quests */ disambiguation...again
Scanners                                          00378213format
Election reform (United States)                   00373243"moved [[Election reform]] to [[Elec
New Jersey Route 184                              00365539typo
Question answering                                00360030/* Miscellaneous */ Removed non-English external
Joan Jett                                         00359520null
Wikipedia:Requests for page protection            00352651/* {{la|Caster Semenya}} */ f
The Undertaker                                    00345792null
Within Temptation                                 00329846/* External links */
Stepa Stepanović                                 00326135null
List of colleges and universities in the Philippin00322801/* R */
Talk:Peru                                         00313976About pictures
Judy Chicago                                      00309846Robot - Moving category Women in art to Women artists p
Lubrication                                       00309221null
Tragic hero                                       00306424[[WP:UNDO|Undid]] revision 252604070 by [[Special:Contri
Zee TV                                            00301513/* Dramas */
Alia Atreides                                     00300274null
Bangor City F.C.                                  00299271added link to Michael Johnston
Talk:La Brea Tar Pits                             00298537null
Northeast Blackout of 1965                        00296941rvv
White paper                                       00291336/* External links */
Declarative programming language                  00285461"Removed category ""Computer langua
Mira Sorvino                                      00277368null
Antônio Rodrigo Nogueira                         00274910null
Namor                                             00273467null
Samsung Electronics                               00268287/* Trivia */
Ocelot                                            00268115/* Taxonomy and name */
Sakhnin                                           00267449specific pushpin map
Louis de Buade de Frontenac                       00262229/* Second Term in New France */
Talk:Lviv                                         00261634/* NPOV dispute */
Asuka period                                      00256420"rv:I am writing the reason why a Korean immigrant lost
Götaland theory                                  00251821"Weird N*zi pseudohistory needs more refs than aver
Sylvester Graham                                  00250310/* References */
Virginia Polytechnic Institute and State Universit00239897/* Rankings */
Colgate-Palmolive                                 00235526"rv text that doesn't seem to belong
Mount Elbrus                                      00230484null
Christopher Hitchens                              00228998Disambiguate [[Nightline]] to [[Nightline (US n
Timeline of United States history (1930–1949)   00225214null
CM                                                00223242robot  Adding: [[bg:Cm]]
Nuevo León                                       00222247null
Ishaq Shahryar                                    00215936Guanaco - Robot bypassing redirects: Los Angeles
Rick Santorum                                     00214873fixed several grammatical errors not corrected for wha
Montbéliard                                      00213548/* Births */
John Mayer                                        00212187rv unexplained changes
Inspectah Deck                                    00211087Disambiguate [[Ironman]] to [[Ironman (album)]] using
Wayne Rooney                                      00199445Date the maintenance tags or general  fixes
Talk:Erection/Archive 1                           00198797null
Bird-watching                                     00198340null
Uday Hussein                                      00197978/* Death */
Peter Ackroyd                                     00197731Delink dates and general fixes
Islam and Judaism                                 00195973/* See also */  layout
Raising Hell (album)                              00195584robot Adding: [[pt:Raising Hell]]
Andriyan Nikolayev                                00193428null
50 Cent                                           00192481/* Shady/Aftermath */
Treaty of Paris (1898)                            00191930/* See also */
Battle of Leyte Gulf                              00189095/* The Battle off Samar (25 October) - The Main
Division by zero                                  00185663"Division by negative zero. I do not have the IEEE-
Cantons of Switzerland                            00180752/* External links */
User talk:Docu                                    00179741null
Crater Lake National Park                         00176555removed duplicate picture of Wizard Island
Talk:Republic of Macedonia/Archive 7              00174458/* Constitutional name / offici
User talk:Sebastian                               00173168/* Termination of mediation */ Have you asked th
"Robert Downey                                    00000000171045
Judgment notwithstanding verdict                  00170446#NAME?
20th Century Fox                                  00170318/* 2000s */
Computer role-playing game                        00169652/* Chronology of console RPGs */
Legality of cannabis                              00168917null
Weathered                                         00168469/* Track listing */ remove circular redirect...
Poison (band)                                     00166643null
Paul-Henri Spaak                                  00162364null
Gaston Leroux                                     00162182rvv (no reason to delete content)
Fort Wint                                         00162034null
Talk:Durham                                       00161058"assessment for WP:CITIES (class=B
Criticism of Jehovah's Witnesses                  00158849/* Resources on doctrinal controver
Nottingham Forest F.C.                            00157294/* The City Ground */
Portland International Airport                    00152498/* Concourse D (International) */
St Ives                                           00151281null
Alitalia-Linee Aeree Italiane                     00150288null
Robert Michael Ballantyne                         00148277{{gutenberg author}}
Nas                                               00146167Reverted edits by [[Special:Contributions/68.34.105.248|68.34.10
Jacobus de Voragine                               00142916link
African American Vernacular English               00140270/* History and social context */
"El Paso                                          00000000135823
"Prince Andrew                                    00000000125267
"Hart's Location                                  00000000124514
"Rulo                                             00000000124154
"Mangham                                          00000000115712
"Benton                                           00000000115503
"Martinsburg                                      00000000113959
"He'eia                                           00000000110507
"Cerritos                                         00000000107610
Mount Kinabalu                                    00106742null
North Korea and weapons of mass destruction       00106424/* Nuclear weapons */
Cancer                                            00105219null
"Talk:Nottoway County                             00000000104272
Harry Seidler                                     00100850Reverted edits by [[Special:Contributions/203.29.67.23
Super Mario 64                                    00100062null
"Kings Cross                                      0000000094557
Interstate 74                                     00093589refine cat and/or AWB general fixes  using [[Project:Au
Life-death-rebirth deity                          00091136/* See also */
Holmfirth                                         00090665typo
Boeing 777                                        00089260"/* 777-200LR */ Air India
Talk:Electoral College (United States)            00085545"/* ""Death or unsuitability o
Louis-Ferdinand Céline                           00084577null
Ansel Adams                                       00084317/* Childhood */
William Westmoreland                              00080208copyedit
Diff                                              00079673/* External links */
Cat Stevens                                       00078747/* September 11 attacks */  fix
Hyssop                                            00078328null
Talk:Whose Line Is It Anyway?                     00075186null
Contact lens                                      00074845/* Types of contact lenses */ clarifying headers
Jenna Jameson                                     00074573Reverted 3 edits by [[Special:Contributions/A.truong92|
Cursor                                            00074024redundant
Sandro Botticelli                                 00073515BOT - Reverted edits by [[Special:Contributions/65.
"Hillsborough County                              0000000072378
477 BC                                            00070942robot  Adding: [[new:इ॰ पू॰ ४७७]]
Donatello                                         00069852null
Xfce                                              00069103null
Testicle                                          00067193/* Other names */ de wikify
Sarbanes–Oxley Act                              00067031[[WP:UNDO|Undid]] revision 193343085 by [[Specia
New York Islanders                                00066880/* 1980-84: The Dynasty Years */
Wi-Fi                                             00063973/* Wi-Fi vs. cellular */
Dmitri Mendeleev                                  00060633null
Roy Lichtenstein                                  00060143Revert to revision 99662460 dated 2007-01-10 00:40:1
Suez Crisis                                       00058568null
Donnie Darko                                      00057820/* Plot */
Managua                                           00057042null
Crop circle                                       00056206/* History of crop circles */
Symmetry                                          00053741"For example
Boltzmann constant                                00053702#NAME?
Harry Houdini                                     00053395"/* Birth */ date from NYT obit
VHS                                               00052124BOT - Reverted edits by [[Special:Contributions/78.129.175.187|78
David Jason                                       00051801[[WP:UNDO|Undid]] revision 191443823 by [[Special:Contrib
History of South America                          00051372/* Independence */ Disambiguating Wikilinks.
Flood                                             00050482r
Clergy                                            00050405null
Atlantic slave trade                              00049005null
Daylight saving time                              00047548Adding finance section
Buffy the Vampire Slayer (TV series)              00047542*
Talk:Hamlet                                       00046186/* Date */ Chronological
Talk:Woman                                        00045161No malicious intent need apply
Battle of Hastings                                00044667null
Atomic mass unit                                  00042445arabic link
Address                                           00040696+de:
Mnemonic                                          00040411/* Biological groupings in [[taxonomy]] */
Wikipedia:Reference desk/Miscellaneous            00040297Reply
Activision                                        00038299"rv - no rationale for inclusion given.  Please see [[:Tal
CVS                                               00037657null
Eastern Europe                                    00037403rv. propaganda and restoring deleted image
Supercomputer                                     00037153clean up applications - supercomputers aren't used for
Rice                                              00036979/* Disney world */
William Wallace                                   00033832null
Ward Cunningham                                   00033161Reverted edits by [[Special:Contributions/68.192.154.
Wikipedia talk:Announcements                      00032951null
West Virginia                                     00032905null
Wiki                                              00032851null
Verlan                                            00032351/* More examples of ''verlan'' */
University of Michigan                            00031740/* Academic profile */ Reword
Theodore Roosevelt                                00030535Reverted to revision 111655530 by [[User:Shanes|Sh
Talk radio                                        00030077null
Shabbat                                           00028809rv redlinks
Song of Songs                                     00028582metaphysics in relation to
Servius Tullius                                   00027951#NAME?
Steel                                             00027058Spelling
Star Wars                                         00026678rv
Renaissance                                       00025532/* The Renaissance as a historical age */
Polysaccharide                                    00023978Reverted edits by [[Special:Contributions/66.82.9.41|6
Philip K. Dick                                    00023005/* Dick's influence */
Omri                                              00022798*
Osama bin Laden                                   00022468direct link to Luxor massacre
Nürburgring                                      00022122/* External links */
Nuclear weapon                                    00021785Reverted edits by [[Special:Contributions/24.215.2.203
Monoamine oxidase                                 00020953/* Subtype Specificities */
Mystery Science Theater 3000                      00020840[[WP:UNDO|Undid]] vandalism perpetrated
Mystery Science Theater 3000                      00020840/* Episodes */
Mainframe computer                                00020266null
Marco Polo                                        00019334marko polo was born on the island of Korčula + References
Moon                                              00019331Reverted edits by [[Special:Contributions/217.155.44.171|217.155
Mandolin                                          00018888null
Liverpool F.C.                                    00018119/* Current squad */
Key                                               00017432null
Knights Templar                                   00016869Reverted edits by [[Special:Contributions/Bigdan166|B
Knights Templar                                   00016869null
Karl Marx                                         00016743/* Family life */
John Steinbeck                                    00015825rm tag
Iron                                              00014734/* Applications */
Italic languages                                  00014729null
Glass                                             00012581[[WP:UNDO|Undid]] revision 292573878 by [[Special:Contributions
Guam                                              00011974null
Francis Bacon                                     00011319back to Wikibofh
Form 1040                                         00011029*
Outline of education                              00009986Find/Replace Task using [[Project:AutoWikiBrowser
Talk:Echelon (signals intelligence)               00009283"""balance of probabilities"" draw
Dorothy Parker                                    00008781"/* Early life */ Remove date overlinking
Major depressive disorder                         00008389
Deed poll                                         00008086/* Footnotes */
Counter                                           00007647warnfile  Adding: es
Chimera                                           00007333/* In fiction */
Electric current                                  00006207/* Definition */
Charles Dickens                                   00005884"/* External links */ remove ""about Dickens""; format
"Cambridge                                        000000005685
B-17 Flying Fortress                              00004997start converting cite web templates to allow diff
Boxing                                            00004243/* Origins */
Benjamin Franklin                                 00003986Reverted edits by [[Special:Contributions/Csavoia|Cs
Baptist                                           00003979null
Blade Runner                                      00003746Rv; overlinking.
Abergavenny                                       00002715null
Apache (disambiguation)                           00002574null
Archimedes                                        00001844/* Discoveries and inventions */
Aleister Crowley                                  00001177/* External links */
Azerbaijani Armed Forces                          00001088/* Azeri Army */
